LP;Data_przybycia;Nr_IMO;Bandera;Nabrzeze
2324;01.12.2016;9357509;NL;BULGARSKIE
2325;01.12.2016;7704057;PL;CAL
2326;01.12.2016;9760407;NL;PARNICKIE
2327;01.12.2016;9356567;NL;GLIWICKIE
2328;01.12.2016;9442184;HK;CPN III
2329;01.12.2016;9044932;CY;POZNANSKIE
2330;01.12.2016;8504208;DE;HUK
2331;01.12.2016;8919221;AG;DRZETOWSKIE N
2332;01.12.2016;9256420;CY;PARNICKIE
2333;02.12.2016;8911841;FO;CEMENTOWE
2334;02.12.2016;9349215;CY;FINSKIE
2335;02.12.2016;9566796;GI;BELGIJSKIE
2336;03.12.2016;9013000;AG;SNOP N
2337;03.12.2016;9346835;BS;GDYNSKIE S
2338;03.12.2016;9369007;PT;FINSKIE
2339;04.12.2016;8513314;DE;CHORZOWSKIE
2340;04.12.2016;9313797;NL;CHORZOWSKIE
2341;04.12.2016;9108740;NO;HUTA (KRA)
2342;04.12.2016;9238387;NL;PARNICKIE
2343;04.12.2016;9045728;AG;KATOWICKIE
2344;04.12.2016;9100138;NO;BULGARSKIE
2345;04.12.2016;6617855;AG;ODRA NOWE
2346;04.12.2016;7615749;PL;SPOLDZIELCZE
2347;04.12.2016;9498925;MH;ZBOZOWE
2348;05.12.2016;7704057;PL;CAL
2349;05.12.2016;9356488;NL;GORNOSLASKIE
2350;05.12.2016;9195822;FO;KATOWICKIE
2351;05.12.2016;8129395;FO;GLIWICKIE
2352;05.12.2016;9565194;AG;BULGARSKIE
2353;05.12.2016;9201803;NL;CZESKIE
2354;05.12.2016;8906224;FI;SLOWACKIE
2355;05.12.2016;7421863;KN;SPOLDZIELCZE
2356;06.12.2016;8603377;RU;CZESKIE
2357;06.12.2016;9256420;CY;PARNICKIE
2358;06.12.2016;9150509;MT;WALBRZYSKIE
2359;06.12.2016;9085455;BE;REGALICA
2360;06.12.2016;9291717;IE;GLIWICKIE
2361;06.12.2016;9013048;NL;HUTA (KRA)
2362;06.12.2016;8209731;GI;REMONTOWE
2363;07.12.2016;9555333;RU;BULGARSKIE
2364;07.12.2016;7421863;KN;SPOLDZIELCZE
2365;07.12.2016;9279068;NL;WEGIERSKIE
2366;07.12.2016;9448877;HK;CPN III
2367;08.12.2016;9313826;NL;SLOWACKIE
2368;08.12.2016;9454462;AG;HOLENDERSKIE
2369;08.12.2016;9210359;RU;KATOWICKIE
2370;08.12.2016;9180841;MT;BULGARSKIE
2371;08.12.2016;7615749;PL;SPOLDZIELCZE
2372;08.12.2016;9534286;AG;SNOP S
2373;08.12.2016;9159426;LR;ZBOZOWE
2374;08.12.2016;9112351;MT;SLOWACKIE
2375;09.12.2016;7421863;KN;SPOLDZIELCZE
2376;09.12.2016;8919855;AG;BELGIJSKIE
2377;09.12.2016;9199385;GI;WALBRZYSKIE
2378;09.12.2016;9387310;AG;REGALICA
2379;09.12.2016;9521837;LR;GDANSKIE
2380;09.12.2016;9419278;CW;GORNOSLASKIE
2381;09.12.2016;9148128;NL;HUK
2382;09.12.2016;9161247;PL;BULWAR CHROBREGO
2383;09.12.2016;9349215;CY;FINSKIE
2384;09.12.2016;9122227;AG;GORNOSLASKIE
2385;10.12.2016;9365984;GI;CZESKIE
2386;10.12.2016;9408645;NL;MAZOWIECKIE
2387;10.12.2016;9551961;NL;CZESKIE
2388;10.12.2016;9140815;MT;FARBOLAK SWFIL
2389;10.12.2016;9346847;BS;ARSENAL
2390;10.12.2016;9350460;NL;SNOP N
2391;10.12.2016;9526485;MH;SLOWACKIE
2392;11.12.2016;9364148;NL;KATOWICKIE
2393;11.12.2016;9232486;NL;PARNICKIE
2394;11.12.2016;9210012;BS;CHORZOWSKIE
2395;11.12.2016;9006332;NL;REGALICA
2396;11.12.2016;9677399;NL;BYTOMSKIE
2397;11.12.2016;9057252;BZ;ROSYJSKIE
2398;11.12.2016;9760378;NL;PARNICKIE
2399;11.12.2016;9014705;MT;GLIWICKIE
2400;11.12.2016;9155949;GI;CZESKIE
2401;11.12.2016;8205187;AG;SNOP S
2402;12.12.2016;9052707;AG;RUMUNSKIE
2403;12.12.2016;9223435;NL;FOSFATOWE
2404;12.12.2016;9247637;RU;WALBRZYSKIE
2405;12.12.2016;8404458;VU;HUTA (KRA)
2406;13.12.2016;9165308;AG;GORNOSLASKIE
2407;13.12.2016;9235505;AG;HUK
2408;13.12.2016;6507983;VC;SNOP S
2409;13.12.2016;9571208;GI;ARSENAL
2410;13.12.2016;9411769;NL;HOLENDERSKIE
2411;13.12.2016;9526100;NL;KATOWICKIE
2412;13.12.2016;9199684;AG;CHORZOWSKIE
2413;13.12.2016;9549621;RU;BULGARSKIE
2414;13.12.2016;7330052;NO;PARNICKIE
2415;14.12.2016;8918734;NL;WEGIERSKIE
2416;14.12.2016;9197454;AG;REGALICA
2417;14.12.2016;7704057;PL;CAL
2418;14.12.2016;7421863;KN;SPOLDZIELCZE
2419;14.12.2016;9088847;NO;ODRA STARE
2420;14.12.2016;7382665;MT;GLIWICKIE
2421;14.12.2016;9234276;NL;GORNOSLASKIE
2422;15.12.2016;9431018;MT;BYTOMSKIE
2423;15.12.2016;9177868;AG;HUTA (KRA)
2424;15.12.2016;9734264;BS;CEMENTOWE
2425;15.12.2016;9214018;NL;GLIWICKIE
2426;15.12.2016;8802064;DK;HUTA (KRA)
2427;15.12.2016;7823982;NO;BULGARSKIE
2428;15.12.2016;9167978;LV;WULKAN N
2429;15.12.2016;9300489;PT;PARNICKIE
2430;15.12.2016;9349215;CY;FINSKIE
2431;15.12.2016;9658355;MH;CPN III
2432;15.12.2016;9277278;AG;BULGARSKIE
2433;16.12.2016;7615749;PL;SPOLDZIELCZE
2434;16.12.2016;9279068;NL;CZESKIE
2435;16.12.2016;8500898;GI;CHORZOWSKIE
2436;16.12.2016;9369007;PT;FINSKIE
2437;16.12.2016;9279111;HK;KATOWICKIE - DALBY
2438;16.12.2016;8601680;KN;BULGARSKIE
2439;17.12.2016;7615749;PL;SPOLDZIELCZE
2440;17.12.2016;7641475;PL;CAL
2441;17.12.2016;9466221;NL;KATOWICKIE
2442;17.12.2016;9173692;FI;PIRS E
2443;17.12.2016;8320585;DM;POLSKIE
2444;17.12.2016;9529188;NL;CZESKIE
2445;17.12.2016;9489534;NL;PARNICKIE
2446;18.12.2016;9392391;PA;HUTA (KRA)
2447;18.12.2016;8504208;DE;SNOP N
2448;18.12.2016;8402577;AG;BULGARSKIE
2449;18.12.2016;9041318;AG;WALBRZYSKIE
2450;18.12.2016;9769104;FI;GLIWICKIE
2451;18.12.2016;9123817;CY;GORNOSLASKIE
2452;19.12.2016;8801084;NL;PARNICKIE
2453;19.12.2016;9198458;BB;HUTA (KRA)
2454;19.12.2016;9385908;NL;KATOWICKIE
2455;19.12.2016;9466324;NL;GLIWICKIE
2456;19.12.2016;9341756;NL;GORNOSLASKIE
2457;20.12.2016;9489546;NL;CZESKIE
2458;20.12.2016;9488827;NL;CEMENTOWE
2459;20.12.2016;9245055;TH;CHORZOWSKIE
2460;20.12.2016;9224166;AG;BULGARSKIE
2461;20.12.2016;9356488;NL;HOLENDERSKIE
2462;20.12.2016;8918708;NL;WEGIERSKIE
2463;20.12.2016;8919855;AG;FINSKIE
2464;20.12.2016;9238351;NL;KATOWICKIE
2465;21.12.2016;9408645;NL;MAZOWIECKIE
2466;21.12.2016;9279070;AG;WALBRZYSKIE
2467;21.12.2016;9640059;PA;SLOWACKIE
2468;21.12.2016;9156199;BS;PARNICKIE
2469;21.12.2016;9005742;BB;BYTOMSKIE
2470;21.12.2016;8407711;CY;ARSENAL
2471;22.12.2016;9434577;AG;REGALICA
2472;22.12.2016;9458145;TR;PARNICKIE
2473;22.12.2016;7421863;KN;FARBOLAK SWFIL
2474;22.12.2016;9199385;GI;CZESKIE
2475;22.12.2016;9658355;MH;CPN III
2476;22.12.2016;9173197;VC;DRZETOWSKIE N
2477;22.12.2016;7641475;PL;CAL
2478;23.12.2016;9313814;NL;GORNOSLASKIE
2479;23.12.2016;6605503;PL;GNIE─╣─ůNIENSKIE
2480;23.12.2016;9349215;CY;FINSKIE
2481;23.12.2016;9174713;CY;PARNICKIE
2482;23.12.2016;9245055;TH;CHORZOWSKIE
2483;23.12.2016;8128884;BS;KATOWICKIE
2484;23.12.2016;7421863;KN;FARBOLAK SWFIL
2485;23.12.2016;9005376;PT;BYTOMSKIE
2486;24.12.2016;9365984;GI;FINSKIE
2487;24.12.2016;9411836;GB;BULGARSKIE
2488;24.12.2016;9199414;GI;SLOWACKIE
2489;24.12.2016;7704057;PL;CAL
2490;24.12.2016;9033866;AG;HOLENDERSKIE
2491;24.12.2016;9353395;AG;KATOWICKIE
2492;24.12.2016;9196204;NL;PARNICKIE
2493;25.12.2016;9658367;MH;CPN III
2494;25.12.2016;9198630;NL;REGALICA
2495;26.12.2016;9136101;BE;KATOWICKIE
2496;26.12.2016;9345362;BE;BELGIJSKIE
2497;26.12.2016;9356517;NL;SLOWACKIE
2498;26.12.2016;8419623;RU;WALBRZYSKIE
2499;26.12.2016;9122227;AG;GORNOSLASKIE
2500;26.12.2016;9433341;AG;SNOP N
2501;26.12.2016;9077563;RU;CZESKIE
2502;26.12.2016;9385908;NL;HUTA (KRA)
2503;26.12.2016;9177882;AG;BULGARSKIE
2504;27.12.2016;9321392;GI;SNOP N
2505;27.12.2016;9156187;GI;REMONTOWE
2506;27.12.2016;7924401;AG;BYDGOSKIE
2507;27.12.2016;7704057;PL;CAL
2508;28.12.2016;9391127;MT;SPOLDZIELCZE
2509;28.12.2016;6824575;FO;REMONTOWE
2510;28.12.2016;9439474;NL;BULGARSKIE
2511;28.12.2016;9289790;GI;REGALICA
2512;28.12.2016;9361366;NL;CEMENTOWE
2513;28.12.2016;9136096;BE;ANGIELSKIE
2514;28.12.2016;8913708;NO;HUTA (KRA)
2515;29.12.2016;9279006;NL;HOLENDERSKIE
2516;29.12.2016;9558012;GB;KATOWICKIE
2517;29.12.2016;8104541;AG;SNOP S
2518;29.12.2016;8504947;DE;SNOP N
2519;29.12.2016;9115987;AG;FOSFATOWE
2520;30.12.2016;7615749;PL;SPOLDZIELCZE
2521;30.12.2016;9171101;CY;PARNICKIE
2522;30.12.2016;9349215;CY;FINSKIE
2523;30.12.2016;7421863;KN;FARBOLAK SWFIL
2524;30.12.2016;9045651;TR;SNOP N
2525;31.12.2016;9123817;CY;GORNOSLASKIE
2526;31.12.2016;7615749;PL;SPOLDZIELCZE
2527;31.12.2016;9196163;MT;KATOWICKIE
2528;31.12.2016;8320585;DM;POLSKIE
2529;31.12.2016;9350460;NL;BYDGOSKIE
2530;31.12.2016;8873087;RU;WALBRZYSKIE
2531;31.12.2016;9145140;BS;REGALICA
2532;01.01.2017;9357509;NL;PRZEMYSLOWE
2533;01.01.2017;8919855;AG;BELGIJSKIE
2534;01.01.2017;8822636;BB;HUK
2535;01.01.2017;9147863;AG;ZBOZOWE
2536;01.01.2017;9165308;AG;GORNOSLASKIE
2537;02.01.2017;9195822;FO;KATOWICKIE
2538;02.01.2017;8820092;LT;RUMUNSKIE
2539;02.01.2017;9065948;LV;SNOP S
2540;02.01.2017;9658367;MH;CPN III
2541;02.01.2017;9179361;CY;SLOWACKIE
2542;02.01.2017;7704057;PL;CAL
2543;02.01.2017;9374674;DE;CZESKIE
2544;03.01.2017;9013000;AG;POZNANSKIE
2545;03.01.2017;7421863;KN;SPOLDZIELCZE
2546;03.01.2017;9146118;TR;ZBOZOWE
2547;03.01.2017;9333462;MT;SNOP S
2548;03.01.2017;6808090;VC;GLIWICKIE
2549;03.01.2017;9367762;NL;SLOWACKIE
2550;03.01.2017;9167978;LV;DRZETOWSKIE N
2551;03.01.2017;9279018;AG;CZESKIE
2552;03.01.2017;9150494;MT;SNOP N
2553;03.01.2017;9568328;NL;KATOWICKIE
2554;03.01.2017;9064891;MT;HUTA (KRA)
2555;03.01.2017;8877253;KN;BULGARSKIE
2556;04.01.2017;9434759;AG;CHORZOWSKIE
2557;04.01.2017;8611013;AG;SNOP N
2558;04.01.2017;9216482;RU;CZESKIE
2559;04.01.2017;7704057;PL;CAL
2560;05.01.2017;7421863;KN;SPOLDZIELCZE
2561;05.01.2017;9199385;GI;SLOWACKIE
2562;05.01.2017;9369655;NL;REGALICA
2563;05.01.2017;9462500;AG;BULGARSKIE
2564;05.01.2017;9214018;NL;HOLENDERSKIE
2565;06.01.2017;9369007;PT;FINSKIE
2566;06.01.2017;8412417;VC;HUTA (KRA)
2567;06.01.2017;7810222;CY;BULGARSKIE
2568;06.01.2017;7421863;KN;SPOLDZIELCZE
2569;06.01.2017;9349215;CY;FINSKIE
2570;06.01.2017;7038680;NO;PARNICKIE
2571;07.01.2017;8628133;RU;BYTOMSKIE
2572;07.01.2017;9342102;NL;MAZOWIECKIE
2573;07.01.2017;9360582;NL;MAZOWIECKIE
2574;07.01.2017;7702669;IS;REMONTOWE
2575;07.01.2017;9391127;MT;SPOLDZIELCZE
2576;07.01.2017;9518256;NL;CZESKIE
2577;08.01.2017;9549645;RU;BULGARSKIE
2578;08.01.2017;7704057;PL;CAL
2579;08.01.2017;9617337;CY;KATOWICKIE
2580;08.01.2017;8404446;BE;ANGIELSKIE
2581;08.01.2017;9361732;IE;GLIWICKIE
2582;09.01.2017;9073892;BS;KATOWICKIE
2583;09.01.2017;9201827;NL;SLOWACKIE
2584;09.01.2017;8420725;NO;REMONTOWE
2585;09.01.2017;9391127;MT;SPOLDZIELCZE
2586;09.01.2017;9352743;GI;GRECKIE
2587;09.01.2017;9148166;AG;ROSYJSKIE
2588;09.01.2017;8402668;VC;SLOWACKIE
2589;10.01.2017;9255804;MT;WALBRZYSKIE
2590;10.01.2017;9219460;GI;CZESKIE
2591;10.01.2017;9349186;AG;FINSKIE
2592;10.01.2017;9186352;NO;HUTA (KRA)
2593;10.01.2017;9489534;NL;CZESKIE
2594;10.01.2017;8714841;DE;POZNANSKIE
2595;10.01.2017;9391127;MT;SPOLDZIELCZE
2596;10.01.2017;8918734;NL;WEGIERSKIE
2597;10.01.2017;6605448;PL;WARSZTATOWE
2598;10.01.2017;9501679;AG;GRECKIE
2599;10.01.2017;8911841;FO;CEMENTOWE
2600;11.01.2017;7704057;PL;CAL
2601;11.01.2017;9361328;NL;BULGARSKIE
2602;11.01.2017;9100152;AN;HUTA (KRA)
2603;11.01.2017;9136838;MT;ZBOZOWE
2604;11.01.2017;9201944;NL;POZNANSKIE
2605;11.01.2017;9280689;AG;PARNICKIE
2606;11.01.2017;9591820;NL;CHORZOWSKIE
2607;12.01.2017;7704057;PL;CAL
2608;12.01.2017;7233060;FO;WALBRZYSKIE
2609;12.01.2017;9419278;AN;PRZEMYSLOWE
2610;12.01.2017;9353022;PA;SNOP N
2611;12.01.2017;7700594;VC;POLSKIE
2612;12.01.2017;8919855;AG;BELGIJSKIE
2613;13.01.2017;9173290;BB;PARNICKIE
2614;13.01.2017;9365984;GI;FINSKIE
2615;13.01.2017;9512783;NL;GDANSKIE
2616;13.01.2017;9536064;AG;HUTA (KRA)
2617;13.01.2017;9210012;BS;KATOWICKIE
2618;14.01.2017;9658355;MH;CPN III
2619;14.01.2017;9180841;MT;BULGARSKIE
2620;14.01.2017;9118006;BS;ODRA STARE
2621;14.01.2017;8601680;KN;BULGARSKIE
2622;14.01.2017;7704057;PL;CAL
2623;14.01.2017;8222185;AG;SNOP S
2624;14.01.2017;9505687;LV;GORNOSLASKIE
2625;15.01.2017;9249831;AG;BELGIJSKIE
2626;15.01.2017;7421863;KN;SPOLDZIELCZE
2627;15.01.2017;7704057;PL;CAL
2628;15.01.2017;9333553;CY;CHORZOWSKIE
2629;16.01.2017;8320585;DM;POLSKIE
2630;16.01.2017;7641475;PL;CAL
2631;16.01.2017;9142629;NL;HUTA (KRA)
2632;16.01.2017;9349215;CY;FINSKIE
2633;16.01.2017;9528483;CY;SNOP S
2634;16.01.2017;9465320;BS;KATOWICKIE
2635;16.01.2017;9361354;NL;CEMENTOWE
2636;16.01.2017;7615749;PL;SLOWACKIE
2637;16.01.2017;8407711;CY;ARSENAL
2638;16.01.2017;9279068;NL;BULGARSKIE
2639;16.01.2017;8511885;VC;RUMUNSKIE
2640;16.01.2017;7421863;KN;SPOLDZIELCZE
2641;16.01.2017;9537472;MT;GORNOSLASKIE
2642;17.01.2017;9760407;NL;PARNICKIE
2643;17.01.2017;8128884;BS;POZNANSKIE
2644;17.01.2017;8881711;RU;BYTOMSKIE
2645;18.01.2017;9223435;NL;CZESKIE
2646;18.01.2017;7704057;PL;CAL
2647;18.01.2017;9119634;DE;SNOP S
2648;18.01.2017;9374698;AG;HOLENDERSKIE
2649;18.01.2017;7641475;PL;CAL
2650;18.01.2017;9552082;AG;SLOWACKIE
2651;19.01.2017;8400050;BS;BULGARSKIE
2652;19.01.2017;9423657;NL;REGALICA
2653;19.01.2017;8611013;AG;SNOP S
2654;19.01.2017;9430985;MT;HUTA (KRA)
2655;19.01.2017;8661812;DE;DRZETOWSKIE S
2656;19.01.2017;9529190;NL;CHORZOWSKIE
2657;19.01.2017;9129380;LR;CPN III
2658;20.01.2017;9349227;CY;FINSKIE
2659;20.01.2017;9015929;NL;HUTA (KRA)
2660;20.01.2017;8873087;RU;BYTOMSKIE
2661;20.01.2017;9173290;BB;BULGARSKIE
2662;20.01.2017;9313735;AG;HUK
2663;20.01.2017;9369007;PT;FINSKIE
2664;21.01.2017;9005376;PT;HUTA (KRA)
2665;21.01.2017;8504947;DE;SNOP S
2666;21.01.2017;9057238;NL;PARNICKIE
2667;21.01.2017;7330052;NO;PARNICKIE
2668;21.01.2017;9011519;NO;HUTA (KRA)
2669;21.01.2017;9199684;AG;WULKAN S
2670;21.01.2017;9555345;RU;SLOWACKIE
2671;21.01.2017;9356517;NL;GLIWICKIE
2672;21.01.2017;9239458;LR;GORNOSLASKIE
2673;22.01.2017;8917699;PA;CHORZOWSKIE
2674;22.01.2017;6507983;VC;KATOWICKIE
2675;22.01.2017;9223423;NL;HUTA (KRA)
2676;22.01.2017;9341768;NL;PRZEMYSLOWE
2677;22.01.2017;9234410;BS;PARNICKIE
2678;22.01.2017;7823334;VC;SNOP N
2679;22.01.2017;9374686;CW;HOLENDERSKIE
2680;22.01.2017;7421863;KN;SPOLDZIELCZE
2681;23.01.2017;9128336;NO;OKO
2682;23.01.2017;9549645;RU;KATOWICKIE
2683;23.01.2017;9638769;NL;HUTA (KRA)
2684;23.01.2017;9184811;AG;HUK
2685;23.01.2017;9523940;GB;HUTA (KRA)
2686;23.01.2017;8636960;SE;WULKAN N
2687;23.01.2017;8420086;CY;KATOWICKIE
2688;23.01.2017;7615749;PL;SPOLDZIELCZE
2689;23.01.2017;9052692;NL;PARNICKIE
2690;23.01.2017;9361354;NL;CEMENTOWE
2691;24.01.2017;8225474;PL;WARSZTATOWE
2692;24.01.2017;9363508;GI;BELGIJSKIE
2693;24.01.2017;9364148;NL;KATOWICKIE
2694;24.01.2017;8873336;RU;BULGARSKIE
2695;24.01.2017;8422022;BS;HOLENDERSKIE
2696;24.01.2017;9534286;AG;SNOP N
2697;24.01.2017;7421863;KN;FINSKIE
2698;24.01.2017;9238674;MT;ZBOZOWE
2699;25.01.2017;9390991;NO;HUTA (KRA)
2700;25.01.2017;9195901;CY;BULGARSKIE
2701;25.01.2017;7615749;PL;FINSKIE
2702;25.01.2017;9037903;DK;GLIWICKIE
2703;25.01.2017;8420098;DE;POZNANSKIE
2704;26.01.2017;9053828;PT;SNOP N
2705;26.01.2017;7704057;PL;CAL
2706;26.01.2017;6605448;PL;WARSZTATOWE
2707;26.01.2017;9201798;NL;SLOWACKIE
2708;26.01.2017;9005376;PT;HUTA (KRA)
2709;26.01.2017;9195834;CY;CZESKIE
2710;26.01.2017;9549657;RU;BULGARSKIE
2711;26.01.2017;7421863;KN;SPOLDZIELCZE
2712;27.01.2017;9365984;GI;FINSKIE
2713;27.01.2017;9573634;NL;WULKAN N
2714;27.01.2017;9136096;BE;ANGIELSKIE
2715;27.01.2017;8905892;AG;BELGIJSKIE
2716;27.01.2017;7615749;PL;SLOWACKIE
2717;27.01.2017;9054963;NL;WALBRZYSKIE
2718;27.01.2017;9201815;NL;CZESKIE
2719;27.01.2017;7823334;VC;BYDGOSKIE
2720;27.01.2017;8222185;AG;DRZETOWSKIE S
2721;27.01.2017;9349227;CY;FINSKIE
2722;28.01.2017;9455674;NL;BULGARSKIE
2723;28.01.2017;8814201;VC;SLOWACKIE
2724;28.01.2017;7421863;KN;SPOLDZIELCZE
2725;28.01.2017;9399404;NL;CZESKIE
2726;28.01.2017;9080675;LT;MAZOWIECKIE
2727;29.01.2017;9174713;CY;PARNICKIE
2728;29.01.2017;9374698;AG;CZESKIE
2729;29.01.2017;9006332;NL;REGALICA
2730;29.01.2017;7704057;PL;CAL
2731;29.01.2017;7330052;NO;PARNICKIE
2732;30.01.2017;7615749;PL;SPOLDZIELCZE
2733;30.01.2017;8001024;MT;GDANSKIE
2734;30.01.2017;9165308;AG;RUMUNSKIE
2735;30.01.2017;9148180;NL;BULGARSKIE
2736;31.01.2017;9195822;FO;BYTOMSKIE
2737;31.01.2017;9374703;NL;HOLENDERSKIE
2738;31.01.2017;9344368;MT;WEGIERSKIE
2739;31.01.2017;8628133;RU;CHORZOWSKIE
2740;31.01.2017;9486245;MH;KATOWICKIE - DALBY
2741;31.01.2017;9167978;LV;FOSFATOWE
2742;31.01.2017;9125695;MT;GORNOSLASKIE
2743;31.01.2017;9268837;NL;KATOWICKIE
2744;01.02.2017;7421863;KN;SPOLDZIELCZE
2745;01.02.2017;7615749;PL;CZESKIE
2746;02.02.2017;7504926;PL;PRCIP
2747;02.02.2017;8404458;VU;ANGIELSKIE
2748;02.02.2017;9437165;AG;BYTOMSKIE
2749;02.02.2017;9268849;BS;WALBRZYSKIE
2750;02.02.2017;9549633;RU;KATOWICKIE
2751;02.02.2017;8504208;DE;SNOP N
2752;02.02.2017;9218222;BS;GDANSKIE
2753;02.02.2017;9129380;LR;CPN III
2754;02.02.2017;7421863;KN;FARBOLAK SWFIL
2755;02.02.2017;9472012;CY;GDANSKIE
2756;03.02.2017;9059248;DK;WULKAN N
2757;03.02.2017;8415653;NO;GLIWICKIE
2758;03.02.2017;9528500;GI;SLOWACKIE
2759;03.02.2017;7704057;PL;CAL
2760;03.02.2017;9150482;MT;HUTA (KRA)
2761;03.02.2017;7615749;PL;SPOLDZIELCZE
2762;03.02.2017;6507983;VC;REGALICA
2763;03.02.2017;9177894;AG;HUK
2764;03.02.2017;9369007;PT;FINSKIE
2765;03.02.2017;9392391;PA;HUTA (KRA)
2766;03.02.2017;9281786;GI;SLOWACKIE
2767;03.02.2017;9349227;CY;CZESKIE
2768;03.02.2017;8873764;RU;WALBRZYSKIE
2769;04.02.2017;9582867;AG;PARNICKIE
2770;04.02.2017;9518256;NL;PARNICKIE
2771;04.02.2017;9225055;BS;ZBOZOWE
2772;04.02.2017;7421863;KN;SPOLDZIELCZE
2773;04.02.2017;9171060;AG;KATOWICKIE
2774;04.02.2017;9163647;AG;SLOWACKIE
2775;05.02.2017;8881723;RU;FOSFATOWE
2776;05.02.2017;9100138;FI;NOTECKIE
2777;05.02.2017;7615749;PL;SPOLDZIELCZE
2778;05.02.2017;9201815;NL;SLOWACKIE
2779;05.02.2017;8501062;TG;BYTOMSKIE
2780;05.02.2017;9201968;NL;KASZUBSKIE
2781;05.02.2017;9344320;PT;PARNICKIE
2782;05.02.2017;9423669;NL;CZESKIE
2783;06.02.2017;9391127;MT;SPOLDZIELCZE
2784;06.02.2017;9111125;AG;HOLENDERSKIE
2785;06.02.2017;7615749;PL;FINSKIE
2786;06.02.2017;9195212;PT;POZNANSKIE
2787;06.02.2017;8613358;CY;KATOWICKIE
2788;06.02.2017;9085455;BE;ANGIELSKIE
2789;07.02.2017;9374686;AN;GORNOSLASKIE
2790;07.02.2017;9391127;MT;SPOLDZIELCZE
2791;07.02.2017;8905892;AG;BELGIJSKIE
2792;07.02.2017;9658367;MH;CPN III
2793;07.02.2017;9455674;NL;SNOP S
2794;07.02.2017;8806137;MT;SLOWACKIE
2795;07.02.2017;7615749;PL;SPOLDZIELCZE
2796;07.02.2017;9419278;AN;PRZEMYSLOWE
2797;08.02.2017;9108740;NO;HUTA (KRA)
2798;08.02.2017;8026440;PL;CAL
2799;08.02.2017;9279068;NL;HOLENDERSKIE
2800;08.02.2017;9015046;AG;PARNICKIE
2801;08.02.2017;9391127;MT;SPOLDZIELCZE
2802;08.02.2017;9122227;AG;GORNOSLASKIE
2803;08.02.2017;7504926;PL;PRCIP
2804;08.02.2017;8609931;LV;FOSFATOWE
2805;08.02.2017;9014717;MT;HUTA (KRA)
2806;09.02.2017;9467237;NL;HUK
2807;09.02.2017;8222185;AG;HUTA (KRA)
2808;09.02.2017;7421863;KN;FARBOLAK SWFIL
2809;09.02.2017;9391127;MT;SPOLDZIELCZE
2810;09.02.2017;9349227;CY;FINSKIE
2811;10.02.2017;8320585;DM;POLSKIE
2812;10.02.2017;8504208;DE;SNOP S
2813;10.02.2017;8822636;BB;KATOWICKIE
2814;10.02.2017;9617296;CY;HUTA (KRA)
2815;10.02.2017;9015424;AG;FOSFATOWE
2816;10.02.2017;9365984;GI;FINSKIE
2817;10.02.2017;8919843;CY;CHORZOWSKIE
2818;11.02.2017;9030230;FI;PRZEMYSLOWE
2819;11.02.2017;9391127;MT;SPOLDZIELCZE
2820;11.02.2017;9179373;NL;GLIWICKIE
2821;11.02.2017;8225474;PL;WARSZTATOWE
2822;12.02.2017;9487603;MT;WEGIERSKIE
2823;12.02.2017;7615749;PL;SPOLDZIELCZE
2824;12.02.2017;9594236;BS;GNIE─╣─ůNIENSKIE
2825;12.02.2017;8504947;DE;SNOP N
2826;12.02.2017;9545027;NL;PARNICKIE
2827;12.02.2017;7704057;PL;CAL
2828;12.02.2017;9583859;AG;GORNOSLASKIE
2829;13.02.2017;9374703;NL;CZESKIE
2830;13.02.2017;9263588;NL;KATOWICKIE
2831;13.02.2017;9128403;LV;SNOP N
2832;13.02.2017;9391127;MT;SPOLDZIELCZE
2833;14.02.2017;9430997;MT;SLOWACKIE
2834;14.02.2017;9136137;AG;SNOP S
2835;14.02.2017;9341782;NL;GORNOSLASKIE
2836;14.02.2017;8420098;DE;BYDGOSKIE
2837;14.02.2017;7616793;DK;ARSENAL
2838;14.02.2017;9360477;PT;REGALICA
2839;14.02.2017;9156175;GI;REMONTOWE
2840;14.02.2017;9196242;NL;KATOWICKIE
2841;14.02.2017;9238363;NL;GNIE─╣─ůNIENSKIE
2842;14.02.2017;9161247;PL;BULWAR CHROBREGO
2843;15.02.2017;9313802;NL;BULGARSKIE
2844;15.02.2017;9552068;AG;SLOWACKIE
2845;15.02.2017;9391127;MT;SPOLDZIELCZE
2846;15.02.2017;9526100;NL;KATOWICKIE
2847;15.02.2017;9156101;BB;WALBRZYSKIE
2848;15.02.2017;9201944;NL;GLIWICKIE
2849;15.02.2017;9331359;NL;HOLENDERSKIE
2850;15.02.2017;9382748;NL;REGALICA
2851;16.02.2017;7641475;PL;CAL
2852;16.02.2017;9142631;NL;HUTA (KRA)
2853;16.02.2017;7704057;PL;CAL
2854;16.02.2017;8911841;FO;CEMENTOWE
2855;16.02.2017;9391127;MT;SPOLDZIELCZE
2856;16.02.2017;9214018;NL;BULGARSKIE
2857;16.02.2017;8230376;RU;BULGARSKIE
2858;17.02.2017;9198642;NL;REGALICA
2859;17.02.2017;9349227;CY;FINSKIE
2860;17.02.2017;6617855;AG;HUTA (KRA)
2861;17.02.2017;9341782;NL;PIRS E
2862;17.02.2017;7615749;PL;SPOLDZIELCZE
2863;17.02.2017;9391127;MT;SPOLDZIELCZE
2864;17.02.2017;9344320;PT;PARNICKIE
